id,type,initial_frame,detection_duration,lenght
3630,car,70643,31,75.24267578125
3631,car,70670,61,118.9884033203125
3632,train,70707,20,373.28509521484375
3633,car,70729,24,130.55303955078125
3634,car,70763,55,124.7744140625
3635,car,70768,54,163.1080322265625
3636,train,70771,2,442.739990234375
3637,car,70799,49,149.79522705078125
3638,bus,70802,1,134.736328125
3639,bus,70814,9,119.79541015625
3640,car,70832,44,164.75738525390625
3641,car,70840,55,170.3885498046875
3642,car,70857,4,72.529052734375
3643,car,70862,13,111.44061279296876
3644,truck,70864,51,336.9970092773437
3645,truck,70910,21,264.63531494140625
3646,car,70935,36,115.486083984375
3647,train,70992,34,375.7181701660156
3648,truck,71035,59,315.87184143066406
3649,bus,71078,36,155.3623046875
3650,car,71091,7,85.462646484375
3651,car,71099,19,116.0595703125
3652,truck,71102,33,209.6180419921875
3653,truck,71125,44,257.10418701171875
3654,car,71153,5,115.590087890625
3655,car,71168,2,187.5009765625
3656,car,71178,1,92.84521484375
3657,truck,71189,26,310.26678466796875
3658,car,71191,1,123.830810546875
3659,car,71194,1,70.807861328125
3660,bus,71196,8,362.1484375
3661,car,71206,1,108.5418701171875
3662,car,71234,30,146.64935302734375
3663,car,71240,52,180.07496643066406
3664,car,71248,52,141.8616943359375
3665,car,71276,33,162.29364013671875
3666,car,71294,52,132.8046875
3667,truck,71303,29,156.02989196777344
3668,car,71322,54,163.42510986328125
3669,bus,71367,32,316.2918701171875
3670,car,71394,34,165.36517333984375
3671,truck,71438,23,172.238525390625
3672,car,71465,47,148.9925537109375
3673,car,71472,6,83.5159912109375
3674,car,71477,34,140.3428955078125
3675,motorcycle,71505,43,63.0179443359375
3676,motorcycle,71508,3,61.1649169921875
3677,motorcycle,71514,4,68.9207763671875
3678,truck,71545,27,334.83074951171875
3679,car,71568,44,167.61415100097656
3680,train,71578,13,397.927001953125
3681,truck,71617,15,401.80902099609375
3682,truck,71641,1,323.9283447265625
3683,truck,71694,7,259.874755859375
3684,car,71706,52,127.594970703125
3685,car,71721,3,89.263427734375
3686,car,71750,39,137.258544921875
3687,truck,71766,35,239.51239013671875
3688,car,71782,38,128.4307861328125
3689,truck,71791,30,137.0716552734375
3690,car,71811,50,146.79766845703125
3691,car,71838,56,140.21563720703125
3692,car,71854,27,178.44456481933594
3693,car,71891,50,119.49609375
3694,motorcycle,71901,14,87.89251708984375
3695,truck,71925,16,204.6417236328125
3696,car,71926,39,181.07098388671875
3697,motorcycle,71932,12,63.56768798828125
3698,train,71950,1,527.76025390625
3699,train,71993,23,418.6051940917969
3700,car,72019,34,119.7569580078125
3701,train,72060,11,409.25048828125
3702,train,72099,1,534.2025146484375
3703,car,72103,53,157.06382751464844
3704,truck,72135,38,155.44737243652344
3705,car,72160,15,254.304443359375
3706,car,72213,30,137.1927490234375
3707,car,72239,1,121.8941650390625
3708,train,72252,1,310.09519958496094
3709,truck,72275,14,293.4017333984375
3710,truck,72281,4,271.0924987792969
3711,truck,72294,25,283.8797607421875
3712,truck,72308,1,264.881591796875
3713,motorcycle,72323,7,57.38653564453125
3714,car,72330,47,150.460693359375
3715,car,72360,59,134.32269287109375
3716,car,72363,45,148.234619140625
3717,car,72389,35,115.54400634765624
3718,motorcycle,72399,4,64.57421875
3719,car,72406,50,166.99668884277344
3720,motorcycle,72419,19,72.368896484375
3721,car,72423,46,150.8878173828125
3722,car,72452,31,151.908935546875
3723,car,72469,13,126.87506103515624
3724,truck,72511,24,225.8970947265625
3725,car,72529,43,170.77496337890625
3726,truck,72563,1,399.7257385253906
3727,truck,72563,4,228.377685546875
3728,train,72563,27,399.033203125
3729,truck,72621,39,270.99127197265625
3730,truck,72640,24,264.1229858398437
3731,train,72658,1,530.9650268554688
3732,car,72679,48,169.32225036621094
3733,car,72692,51,142.2449951171875
3734,truck,72757,16,156.9716796875
3735,train,72803,11,410.1838684082031
3736,truck,72836,5,332.8736572265625
3737,truck,72866,2,261.9764404296875
3738,car,72877,57,136.96868896484375
3739,car,72884,40,133.2493896484375
3740,car,72929,34,119.3961181640625
3741,car,72937,50,143.1612548828125
3742,car,72942,35,154.4429931640625
3743,car,72975,24,123.2130126953125
3744,bus,72984,4,214.5660400390625
3745,truck,73011,40,329.1752319335937
3746,car,73035,50,156.8367919921875
3747,train,73049,4,193.63970947265625
3748,car,73058,49,172.57904052734375
3749,car,73065,44,188.17503356933597
3750,car,73089,15,121.10711669921876
3751,truck,73103,17,408.5755920410156
3752,car,73109,48,137.1829833984375
3753,car,73180,17,140.303466796875
3754,car,73204,5,107.1768798828125
3755,car,73207,3,84.912109375
3756,truck,73207,28,179.870361328125
3757,car,73220,46,161.18450927734375
3758,car,73229,56,130.1495361328125
3759,car,73238,46,154.85096740722656
3760,car,73244,3,95.39794921875
3761,car,73249,16,41.3349609375
3762,train,73261,9,465.7978210449219
3763,car,73263,2,74.2833251953125
3764,motorcycle,73289,2,64.4110107421875
3765,car,73410,25,121.1292724609375
3766,car,73413,52,133.3798828125
3767,car,73439,43,172.11695861816406
3768,car,73449,42,141.7083740234375
3769,car,73455,1,68.73583984375
3770,train,73491,20,285.69342041015625
3771,truck,73544,13,239.6279144287109
3772,motorcycle,73566,1,58.635498046875
3773,motorcycle,73577,2,72.3758544921875
3774,car,73605,44,124.965576171875
3775,truck,73617,33,151.87904357910156
3776,car,73633,38,158.14674377441406
3777,car,73678,36,149.9422607421875
3778,truck,73678,1,103.222900390625
3779,car,73691,44,127.56329345703124
3780,car,73769,41,143.943359375
3781,train,73777,2,385.1224212646485
3782,truck,73810,37,181.08583068847656
3783,car,73861,40,131.3580322265625
3784,car,73868,37,183.21075439453125
3785,car,73934,19,116.64324951171876
3786,motorcycle,73950,1,57.558837890625
3787,car,73961,37,176.9605712890625
3788,car,73995,41,135.51031494140625
3789,truck,74001,4,322.45616149902344
3790,car,74003,34,159.249267578125
3791,car,74007,39,138.4652099609375
3792,truck,74016,1,289.4208984375
3793,truck,74106,10,157.6593017578125
3794,train,74126,28,404.4529418945313
3795,train,74139,25,385.6370697021485
3796,car,74168,48,123.80450439453124
3797,car,74198,51,112.914794921875
3798,truck,74221,13,254.03240966796875
3799,truck,74277,26,208.1081695556641
3800,car,74355,46,137.9415283203125
3801,bus,74416,13,151.77398681640625
3802,train,74421,7,261.5878295898437
3803,car,74582,49,137.6673583984375
3804,truck,74630,1,114.192138671875
3805,truck,74636,2,148.88507080078125
3806,car,74642,24,164.84947204589844
3807,car,74654,41,166.8997802734375
3808,train,74721,16,403.18896484375
3809,car,74749,24,107.46234130859376
3810,train,74785,2,394.7115478515625
3811,truck,74802,11,153.36590576171875
3812,truck,74812,7,158.592041015625
3813,truck,74823,17,257.66111755371094
3814,car,74856,38,81.83251953125
3815,car,74860,6,100.935302734375
3816,truck,74880,5,48.69091796875
3817,truck,74895,9,381.7759399414063
3818,truck,74913,10,227.56341552734372
3819,bus,74938,32,172.8865966796875
3820,car,74946,33,157.12939453125
3821,bus,74972,28,265.76812744140625
3822,car,75012,55,124.63421630859376
3823,truck,75036,26,370.3978576660156
3824,train,75078,24,405.0444946289063
3825,car,75095,43,159.73240661621094
3826,train,75096,1,230.50390625
3827,truck,75116,9,288.4580078125
3828,truck,75132,2,136.8798828125
3829,truck,75137,19,340.76422119140625
3830,car,75170,66,181.35899353027344
3831,truck,75184,12,413.0188598632813
3832,car,75205,57,162.65830993652344
3833,train,75211,18,579.98583984375
3834,car,75244,59,150.93505859375
3835,car,75248,73,184.9267578125
3836,car,75264,51,158.46192932128906
3837,car,75278,23,170.39801025390625
3838,car,75302,62,141.3646240234375
3839,car,75323,25,126.8460693359375
3840,car,75328,65,198.9426422119141
3841,car,75340,47,167.91676330566406
3842,car,75356,9,121.276611328125
3843,car,75385,60,172.30967712402344
3844,car,75398,47,138.33465576171875
3845,car,75410,65,149.2713623046875
3846,motorcycle,75429,1,51.73046875
3847,car,75440,1,101.98046875
3848,truck,75449,18,213.100830078125
3849,car,75467,44,126.8798828125
3850,car,75470,63,183.64183044433597
3851,car,75502,69,117.30133056640624
3852,car,75512,60,175.2637939453125
3853,car,75523,61,106.51141357421876
3854,car,75538,48,154.35626220703125
3855,car,75556,64,133.391845703125
3856,car,75574,60,191.29151916503903
3857,car,75582,67,131.291748046875
3858,car,75599,63,143.61492919921875
3859,bus,75613,5,240.807861328125
3860,car,75617,61,120.970703125
3861,car,75634,45,165.42169189453125
3862,car,75685,41,151.52020263671875
3863,car,75690,3,94.31298828125
3864,car,75695,54,158.92596435546875
3865,motorcycle,75704,3,60.366943359375
3866,car,75718,69,186.55992126464844
3867,car,75732,63,119.00799560546876
3868,car,75750,75,169.76759338378906
3869,car,75757,58,155.28138732910156
3870,train,75793,27,402.0404052734375
3871,bus,75834,54,402.3651123046875
3872,car,75867,30,167.5252685546875
3873,car,75899,59,183.1627349853516
3874,car,75899,52,133.9632568359375
3875,car,75937,52,142.8819580078125
3876,car,75952,73,128.214599609375
3877,car,75958,54,165.12013244628906
3878,truck,75976,61,264.9188232421875
3879,car,76001,58,172.34898376464844
3880,car,76004,67,130.73876953125
3881,train,76005,1,472.299560546875
3882,motorcycle,76017,8,61.36163330078125
3883,car,76019,44,146.888671875
3884,truck,76035,4,317.740478515625
3885,motorcycle,76063,1,57.79034423828125
3886,car,76066,67,137.9794921875
3887,car,76092,13,130.101806640625
3888,train,76097,1,409.9030456542969
3889,car,76131,16,323.9728698730469
3890,car,76132,20,129.1734619140625
3891,car,76135,30,148.99639892578125
3892,truck,76142,1,139.652099609375
3893,truck,76152,9,131.67013549804688
3894,car,76176,62,158.27362060546875
3895,car,76186,4,68.0809326171875
3896,car,76196,63,152.5501708984375
3897,car,76205,69,92.2906494140625
3898,car,76228,59,176.03338623046875
3899,car,76232,27,134.1756591796875
3900,car,76264,43,129.725341796875
3901,car,76282,61,172.69920349121094
3902,car,76293,66,136.6900634765625
3903,motorcycle,76316,2,61.86334228515625
3904,car,76329,1,77.5283203125
3905,truck,76330,40,169.919189453125
3906,truck,76334,1,126.1759033203125
3907,truck,76358,49,170.8497314453125
3908,truck,76372,3,91.9102783203125
3909,train,76399,46,418.80224609375
3910,truck,76440,13,174.8072509765625
3911,car,76454,8,122.470947265625
3912,car,76485,58,162.84458923339844
3913,car,76496,22,125.6881103515625
3914,truck,76572,56,189.31678771972656
3915,truck,76582,24,182.7718505859375
3916,car,76589,2,101.5146484375
3917,car,76591,57,137.0946044921875
3918,truck,76633,4,105.64892578125
3919,truck,76637,65,298.3954467773437
3920,car,76666,48,175.16188049316406
3921,car,76706,64,128.25225830078125
3922,car,76706,51,168.87525939941406
3923,train,76735,6,259.4552001953125
3924,truck,76755,35,414.7911071777344
3925,train,76758,10,459.8008728027344
3926,car,76775,3,163.266357421875
3927,train,76784,7,524.8961791992188
3928,truck,76792,5,225.8740234375
3929,car,76802,22,131.26318359375
3930,car,76824,53,174.70123291015625
3931,truck,76850,2,293.7324523925781
3932,car,76853,40,140.29437255859375
3933,truck,76885,10,141.7972412109375
3934,car,76925,62,125.55230712890624
3935,train,76950,1,370.443603515625
3936,train,76972,16,401.9328002929688
3937,car,77061,17,170.099365234375
3938,car,77062,36,120.05096435546876
3939,car,77063,7,169.38864135742188
3940,truck,77096,12,124.552734375
3941,train,77103,11,409.578857421875
3942,truck,77157,1,230.660400390625
3943,car,77160,59,123.9561767578125
3944,truck,77174,28,259.59840393066406
3945,train,77180,2,242.6900634765625
3946,car,77187,32,110.95391845703124
3947,car,77195,60,110.40185546875
3948,truck,77213,40,291.0804443359375
3949,car,77233,53,117.5335693359375
3950,truck,77283,25,300.12937927246094
3951,car,77299,20,173.73997497558594
3952,car,77332,57,112.8553466796875
3953,car,77337,47,171.46441650390625
3954,car,77372,33,161.66015625
3955,car,77378,46,142.89105224609375
3956,car,77425,50,145.8013916015625
3957,car,77437,56,127.0501708984375
3958,car,77457,9,116.59228515625
3959,truck,77461,31,363.6165466308594
3960,car,77487,53,153.4764404296875
3961,car,77492,36,75.9661865234375
3962,car,77520,41,133.5478515625
3963,car,77527,30,110.583740234375
3964,car,77553,25,130.458251953125
3965,car,77572,45,151.5224609375
3966,car,77584,50,125.70166015625
3967,car,77614,49,167.16094970703125
3968,motorcycle,77632,1,66.132080078125
3969,motorcycle,77635,1,65.05548095703125
3970,car,77661,24,122.55572509765624
3971,truck,77713,12,272.43048095703125
3972,car,77760,9,179.677734375
3973,train,77773,21,355.8104858398437
3974,car,77805,2,110.936767578125
3975,car,77819,44,156.36724853515625
3976,car,77821,45,156.802734375
3977,car,77832,48,136.58349609375
3978,car,77834,2,87.051025390625
3979,car,77842,1,59.9560546875
3980,car,77890,53,140.89013671875
3981,car,77899,47,172.12950134277344
3982,car,77902,34,147.02252197265625
3983,car,77943,52,138.9669189453125
3984,car,77967,56,130.2684326171875
3985,truck,77980,38,275.0181884765625
3986,truck,78013,11,325.76934814453125
3987,truck,78058,1,203.649169921875
3988,car,78086,50,139.1888427734375
3989,truck,78109,38,198.24127197265625
3990,truck,78144,20,130.1552734375
3991,car,78156,47,182.16758728027344
3992,car,78187,42,139.34503173828125
3993,car,78189,49,182.35601806640625
3994,car,78228,51,139.6429443359375
3995,car,78240,45,181.44647216796875
3996,car,78270,18,133.216552734375
3997,truck,78317,34,411.0345153808594
3998,car,78326,36,160.0606689453125
3999,car,78360,21,115.2059326171875
4000,train,78400,27,409.6154174804688
4001,car,78446,50,144.2984619140625
4002,car,78469,58,123.072021484375
4003,car,78480,44,152.1727294921875
4004,truck,78494,7,138.811279296875
4005,motorcycle,78541,1,64.576904296875
4006,car,78543,48,157.6019287109375
4007,motorcycle,78544,1,63.0994873046875
4008,motorcycle,78550,1,57.7410888671875
4009,truck,78580,22,403.070068359375
4010,car,78643,42,128.07818603515625
4011,truck,78656,38,414.0200500488281
4012,car,78693,54,127.937255859375
4013,motorcycle,78695,6,73.07440185546875
4014,car,78706,63,150.129150390625
4015,motorcycle,78723,1,48.5802001953125
4016,truck,78758,7,269.1943359375
4017,truck,78808,23,130.31060791015625
4018,car,78814,1,118.1973876953125
4019,bus,78837,8,281.6007080078125
4020,truck,78866,13,228.689453125
4021,car,78871,58,152.60400390625
4022,car,78880,16,129.0670166015625
4023,car,78929,22,122.7708740234375
4024,car,78934,30,194.473876953125
4025,car,78935,1,81.77880859375
4026,car,78963,2,96.343994140625
4027,car,78988,69,117.19244384765624
4028,truck,79005,35,170.68309020996094
4029,car,79018,61,138.71038818359375
4030,truck,79053,42,179.09442138671875
4031,car,79095,49,168.81410217285156
4032,motorcycle,79105,1,55.2122802734375
4033,car,79123,65,139.1204833984375
4034,train,79141,23,407.24212646484375
4035,train,79186,4,745.0552978515625
4036,car,79217,62,128.276611328125
4037,motorcycle,79223,13,78.87420654296875
4038,car,79232,62,157.33978271484375
4039,bus,79267,7,410.7091674804688
4040,bus,79297,23,433.562255859375
4041,truck,79340,16,150.8255615234375
4042,car,79349,47,177.36737060546875
4043,car,79363,8,134.228759765625
4044,truck,79382,29,179.3548583984375
4045,car,79402,46,178.13946533203125
4046,car,79431,52,146.4395751953125
4047,car,79506,62,107.0909423828125
4048,bus,79512,11,202.394287109375
4049,truck,79527,25,153.52294921875
4050,car,79631,65,112.1295166015625
4051,car,79645,60,158.7154541015625
4052,motorcycle,79660,2,58.002685546875
4053,car,79671,61,149.3759765625
4054,car,79685,61,131.5064697265625
4055,car,79705,59,160.280029296875
4056,car,79734,3,84.99560546875
4057,truck,79741,5,444.932861328125
4058,truck,79770,15,254.879150390625
4059,truck,79791,4,300.640625
4060,car,79798,63,148.529052734375
4061,car,79801,14,46.63232421875
4062,truck,79813,1,243.606689453125
4063,car,79819,33,145.9114990234375
4064,car,79822,42,149.35984802246094
4065,car,79832,60,165.54876708984375
4066,car,79856,14,130.317138671875
4067,train,79882,27,371.81451416015625
4068,car,79892,47,173.98455810546875
4069,car,79898,2,93.807373046875
4070,car,79918,31,121.3597412109375
4071,car,79949,9,172.67724609375
4072,car,79960,9,89.9224853515625
4073,car,79968,1,118.0350341796875
4074,truck,79970,3,145.85986328125
4075,car,79997,1,62.094970703125
4076,car,79997,9,74.46728515625
4077,car,80002,22,142.71771240234375
4078,car,80013,19,111.279541015625
4079,car,80019,40,127.80029296875
4080,truck,80036,2,392.0156555175781
4081,car,80049,80,138.794189453125
4082,car,80051,1,77.6953125
4083,car,80067,20,91.7950439453125
4084,car,80099,33,134.0594482421875
4085,truck,80107,7,213.67645263671875
4086,car,80112,1,67.762939453125
4087,train,80138,12,521.4526977539062
4088,truck,80141,47,267.34397888183594
4089,train,80189,10,422.6545104980469
4090,train,80239,14,568.639892578125
4091,truck,80273,4,226.44329833984372
4092,train,80317,18,413.279052734375
4093,bus,80325,3,186.98388671875
4094,truck,80346,19,180.4693603515625
4095,train,80398,3,450.3604736328125
4096,car,80400,73,151.80006408691406
4097,car,80436,43,59.5611572265625
4098,truck,80453,61,477.37391662597656
4099,car,80463,69,162.32228088378906
