id,type,initial_frame,detection_duration,lenght
2857,motorcycle,56146,8,61.27587890625
2858,truck,56149,11,238.4294586181641
2859,car,56157,8,114.19378662109376
2860,car,56173,60,168.02540588378906
2861,car,56199,27,153.5543212890625
2862,truck,56215,4,173.5982666015625
2863,car,56218,62,379.2918090820313
2864,car,56244,1,306.4556884765625
2865,train,56252,2,404.3697814941406
2866,car,56261,26,117.67767333984376
2867,truck,56264,23,264.1322631835937
2868,car,56283,65,92.572509765625
2869,train,56311,13,570.5628662109375
2870,bus,56370,27,195.5987701416016
2871,car,56377,53,143.01275634765625
2872,car,56390,65,135.6834716796875
2873,car,56414,45,149.1597900390625
2874,car,56423,49,149.45347595214844
2875,car,56430,1,95.96527099609376
2876,truck,56450,46,199.93963623046875
2877,car,56503,68,168.05482482910156
2878,car,56506,57,126.812255859375
2879,car,56520,62,133.66009521484375
2880,truck,56532,3,300.8248291015625
2881,car,56536,58,149.814208984375
2882,car,56559,70,185.42724609375
2883,car,56595,7,90.510009765625
2884,car,56608,71,151.10797119140625
2885,car,56613,31,131.6202392578125
2886,car,56635,56,147.287109375
2887,truck,56653,55,307.5922546386719
2888,train,56702,2,528.1930541992188
2889,car,56715,29,132.0289306640625
2890,truck,56726,2,240.25445556640625
2891,bus,56737,39,174.99359130859375
2892,car,56754,8,200.1048583984375
2893,truck,56777,49,294.53163146972656
2894,car,56800,27,116.1112060546875
2895,truck,56817,19,404.5382385253906
2896,car,56858,1,94.14187622070312
2897,train,56866,16,411.3797607421875
2898,car,56917,54,132.60528564453125
2899,car,56935,59,111.9249267578125
2900,truck,56954,9,320.82891845703125
2901,car,57016,53,175.79193115234375
2902,car,57031,1,137.275634765625
2903,car,57059,52,140.2974853515625
2904,truck,57062,31,224.39251708984372
2905,truck,57092,25,185.5313720703125
2906,car,57111,61,136.96337890625
2907,motorcycle,57148,1,58.18182373046875
2908,truck,57162,6,310.614501953125
2909,car,57175,14,126.007080078125
2910,car,57214,22,114.83544921875
2911,train,57215,17,407.1475524902344
2912,car,57237,57,137.83306884765625
2913,car,57296,42,117.708251953125
2914,car,57301,55,153.2813720703125
2915,bus,57304,3,272.323974609375
2916,car,57351,63,133.3121337890625
2917,car,57370,55,165.29510498046875
2918,truck,57378,20,401.6334838867188
2919,train,57417,21,622.9591064453125
2920,car,57449,54,143.54345703125
2921,car,57461,66,164.16368103027344
2922,car,57467,38,116.02508544921876
2923,bus,57500,9,406.1988525390625
2924,truck,57525,3,228.77194213867188
2925,motorcycle,57543,9,131.75897216796875
2926,bus,57551,2,403.176513671875
2927,car,57562,20,120.0714111328125
2928,car,57632,10,121.2806396484375
2929,car,57632,8,92.820068359375
2930,truck,57643,14,397.5062255859375
2931,car,57678,61,140.04962158203125
2932,car,57694,62,182.39198303222656
2933,bus,57759,59,407.49810791015625
2934,car,57761,32,102.56689453125
2935,car,57808,56,114.8768310546875
2936,car,57853,44,133.68951416015625
2937,bus,57869,57,177.4864501953125
2938,car,57878,13,124.5206298828125
2939,car,57907,58,143.66986083984375
2940,truck,57916,56,184.8417816162109
2941,car,57949,50,122.940185546875
2942,car,57961,10,165.19911193847656
2943,car,57975,5,114.2127685546875
2944,car,57977,45,137.83074951171875
2945,motorcycle,57998,8,61.683349609375
2946,car,58003,1,84.562255859375
2947,truck,58021,2,98.34228515625
2948,truck,58040,33,399.9013671875
2949,car,58046,16,147.16864013671875
2950,car,58087,63,134.62884521484375
2951,truck,58101,6,131.8951416015625
2952,car,58107,46,176.50672912597656
2953,truck,58127,8,108.600341796875
2954,train,58137,8,427.4769287109375
2955,car,58140,45,145.598876953125
2956,car,58151,9,125.5941162109375
2957,car,58166,54,158.22447204589844
2958,car,58199,5,132.0150146484375
2959,car,58249,68,112.57550048828124
2960,car,58263,47,139.4183349609375
2961,truck,58279,50,273.954833984375
2962,car,58305,50,54.698486328125
2963,car,58327,57,187.27337646484372
2964,car,58327,51,135.774169921875
2965,car,58390,65,143.40765380859375
2966,car,58402,16,110.3482666015625
2967,car,58428,54,163.18357849121094
2968,bus,58428,1,146.3665771484375
2969,car,58443,22,130.72412109375
2970,motorcycle,58456,1,63.1993408203125
2971,motorcycle,58461,1,58.57940673828125
2972,car,58473,79,121.6636962890625
2973,car,58475,43,184.39044189453125
2974,train,58505,26,400.2234497070313
2975,train,58553,25,489.9354248046875
2976,car,58584,67,136.0997314453125
2977,train,58600,11,424.1867370605469
2978,car,58619,34,134.5185546875
2979,bus,58632,61,404.4185791015625
2980,bus,58648,26,389.41400146484375
2981,bus,58658,6,375.8469848632813
2982,truck,58684,1,156.0430908203125
2983,car,58690,54,138.2093505859375
2984,car,58701,45,158.76513671875
2985,motorcycle,58714,5,64.6839599609375
2986,car,58746,9,120.2103271484375
2987,truck,58767,26,270.1891021728516
2988,train,58789,6,583.935302734375
2989,car,58793,1,91.395751953125
2990,train,58840,1,527.27734375
2991,truck,58842,31,349.6737060546875
2992,car,58872,4,60.25146484375
2993,train,58878,3,289.1248779296875
2994,truck,58889,2,132.384765625
2995,car,58891,75,120.6202392578125
2996,car,58910,70,146.80345153808594
2997,car,58929,76,125.5518798828125
2998,car,58933,62,158.0670166015625
2999,car,58958,60,146.1390380859375
3000,car,58977,78,125.88739013671876
3001,truck,58978,6,190.065185546875
3002,car,58998,1,51.905517578125
3003,car,59020,83,184.08387756347656
3004,truck,59021,16,170.03363037109375
3005,truck,59057,36,184.92523193359372
3006,truck,59090,37,208.14935302734372
3007,truck,59106,43,284.06134033203125
3008,car,59139,70,175.98223876953125
3009,car,59139,77,128.07696533203125
3010,car,59161,71,156.04559326171875
3011,motorcycle,59167,3,60.8994140625
3012,motorcycle,59181,1,58.1630859375
3013,motorcycle,59184,1,57.07281494140625
3014,truck,59208,8,265.580810546875
3015,truck,59218,15,254.7894287109375
3016,truck,59225,5,258.32110595703125
3017,truck,59230,3,251.5013427734375
3018,car,59258,71,139.45135498046875
3019,car,59270,1,156.80908203125
3020,train,59273,23,408.4598388671875
3021,truck,59278,3,471.8766479492188
3022,car,59369,2,115.480712890625
3023,truck,59383,1,149.0958251953125
3024,bus,59407,63,442.6782531738281
3025,car,59459,42,114.6888427734375
3026,car,59468,28,144.74053955078125
3027,car,59471,64,168.35809326171875
3028,car,59513,15,89.05908203125
3029,truck,59522,7,145.01119995117188
3030,truck,59527,17,263.4071044921875
3031,car,59556,1,110.3955078125
3032,car,59564,12,122.3626708984375
3033,truck,59594,40,400.93756103515625
3034,car,59643,78,117.671875
3035,car,59646,16,159.04151916503906
3036,car,59677,78,147.41673278808594
3037,car,59687,66,156.45159912109375
3038,truck,59707,9,124.747802734375
3039,car,59711,1,93.775146484375
3040,car,59720,66,172.20701599121094
3041,car,59732,72,138.2144775390625
3042,car,59755,19,130.3353271484375
3043,bus,59769,64,320.7288818359375
3044,truck,59829,8,408.0116882324219
3045,truck,59833,7,293.045654296875
3046,car,59844,43,40.556884765625
3047,car,59855,5,30.657958984375
3048,truck,59887,2,423.0359191894531
3049,car,59926,62,140.4642333984375
3050,train,59934,13,401.6751708984375
3051,car,59936,2,100.539306640625
3052,train,59950,10,623.2826538085938
3053,car,59959,3,76.441650390625
3054,car,59972,66,91.8697509765625
3055,car,59988,6,237.212890625
3056,bus,59996,49,270.97438049316406
3057,car,60023,58,172.85020446777344
3058,truck,60051,19,173.614013671875
3059,car,60058,18,123.979736328125
3060,car,60060,63,140.0260009765625
3061,car,60070,62,152.43994140625
3062,car,60103,43,174.38636779785156
3063,car,60110,33,132.07147216796875
3064,car,60118,1,121.9996337890625
3065,car,60150,64,122.19287109375
3066,car,60163,1,90.6656494140625
3067,truck,60166,50,228.47064208984372
3068,car,60191,11,139.1795654296875
3069,train,60196,1,443.4404296875
3070,car,60229,29,122.0604248046875
3071,car,60242,57,132.1981201171875
3072,motorcycle,60263,1,56.99951171875
3073,car,60264,63,169.96510314941406
3074,truck,60295,13,146.36962890625
3075,car,60316,61,165.30116271972656
3076,car,60328,30,131.094970703125
3077,truck,60333,5,158.2852783203125
3078,bus,60360,21,132.863525390625
3079,truck,60398,52,272.4954833984375
3080,car,60405,58,150.9512939453125
3081,car,60411,3,80.792236328125
3082,car,60425,11,112.277099609375
3083,truck,60440,36,403.1831665039063
3084,truck,60449,11,337.861328125
3085,car,60463,7,80.712890625
3086,truck,60495,9,413.227294921875
3087,truck,60503,21,523.3063354492188
3088,truck,60526,5,315.51043701171875
3089,car,60558,58,119.63470458984376
3090,truck,60563,2,266.6339111328125
3091,car,60581,48,166.80462646484375
3092,truck,60594,51,315.2916259765625
3093,car,60622,55,163.7879638671875
3094,car,60667,55,144.44354248046875
3095,car,60677,61,167.30621337890625
3096,truck,60714,50,399.6202087402344
3097,train,60763,56,408.3413696289063
3098,motorcycle,60812,6,139.7161865234375
3099,train,60857,29,332.2095947265625
3100,truck,60895,23,294.5633544921875
3101,train,60909,6,452.1788482666016
3102,car,60943,36,138.7767333984375
3103,car,60972,59,168.54248046875
3104,truck,60988,4,206.31939697265625
3105,truck,61010,54,188.72906494140625
3106,truck,61015,12,223.62689208984372
3107,car,61041,45,140.71881103515625
3108,truck,61047,5,135.057373046875
3109,train,61068,3,451.08544921875
3110,train,61083,5,448.81275939941406
3111,train,61112,29,403.9220886230469
3112,car,61156,65,154.9466552734375
3113,car,61179,60,117.55816650390624
3114,car,61180,5,92.983154296875
3115,car,61195,65,132.8890380859375
3116,truck,61259,36,428.9478149414063
3117,car,61289,64,121.9156494140625
3118,motorcycle,61312,2,68.173095703125
3119,car,61314,2,78.575927734375
3120,car,61333,1,151.6363525390625
3121,car,61349,11,137.90231323242188
3122,car,61357,62,178.19915771484375
3123,car,61368,58,148.44569396972656
3124,car,61381,8,128.26702880859375
3125,truck,61396,63,311.5869140625
3126,car,61402,32,172.6082763671875
3127,truck,61411,1,103.51123046875
3128,car,61416,2,95.5018310546875
3129,car,61419,1,74.7808837890625
3130,car,61424,7,69.0103759765625
3131,car,61445,69,129.70880126953125
3132,car,61467,1,59.921630859375
3133,car,61480,1,167.58154296875
3134,truck,61493,23,158.94183349609375
3135,train,61504,42,415.9818115234375
3136,train,61578,11,374.4488525390625
3137,car,61583,42,132.0789794921875
3138,truck,61589,28,178.45001220703125
3139,bus,61625,59,404.101318359375
3140,car,61684,66,150.02735900878906
3141,truck,61713,36,313.766357421875
3142,car,61769,36,118.58251953125
3143,bus,61785,20,408.719482421875
3144,bus,61791,1,402.42230224609375
3145,car,61839,48,134.4359130859375
3146,car,61847,40,135.06719970703125
3147,car,61876,51,116.43597412109376
3148,bus,61888,51,308.28880310058594
3149,car,61920,61,118.246337890625
3150,motorcycle,61930,6,61.5797119140625
3151,truck,61931,14,160.3497314453125
3152,car,61935,59,125.71771240234376
3153,bus,61956,4,201.0556640625
3154,car,61984,1,88.380615234375
3155,train,61995,59,353.8223876953125
3156,car,62030,11,134.8182373046875
3157,bus,62036,39,401.9788208007813
3158,car,62063,68,132.1661376953125
3159,car,62081,63,121.3582763671875
3160,car,62094,2,105.102294921875
3161,car,62098,72,137.29083251953125
3162,car,62124,34,113.502685546875
3163,train,62135,26,408.3466796875
3164,truck,62170,23,147.7017822265625
3165,car,62203,35,138.7691650390625
3166,car,62205,53,158.046630859375
3167,car,62222,3,86.6563720703125
3168,car,62234,66,160.6971435546875
3169,bus,62247,1,136.89404296875
3170,train,62267,5,405.5945739746094
3171,car,62269,56,200.00303649902344
3172,car,62288,61,121.8172607421875
3173,car,62301,55,179.20689392089844
3174,truck,62302,8,363.0399169921875
3175,truck,62305,6,218.68463134765625
3176,car,62345,66,133.31854248046875
3177,train,62407,3,610.7620239257812
3178,bus,62419,3,389.8604736328125
3179,car,62440,61,136.2503662109375
3180,truck,62444,5,252.2886962890625
3181,car,62484,58,123.144287109375
3182,car,62494,18,263.14137268066406
3183,truck,62508,4,184.72821044921875
3184,truck,62529,43,159.4012451171875
3185,truck,62542,13,417.9015502929688
3186,car,62583,59,126.3096923828125
3187,car,62602,10,114.345458984375
3188,car,62621,66,131.47625732421875
3189,car,62642,50,174.36383056640625
3190,truck,62650,34,129.1612548828125
3191,motorcycle,62657,2,60.90911865234375
3192,train,62679,53,408.9178466796875
3193,truck,62747,31,161.64599609375
3194,car,62758,41,106.4638671875
3195,truck,62760,58,398.4859313964844
3196,car,62787,1,169.98936462402344
3197,car,62804,60,158.0631103515625
3198,truck,62812,62,399.0871887207031
3199,car,62882,48,125.46722412109376
3200,car,62892,70,177.14373779296875
3201,car,62944,57,292.020751953125
3202,truck,62944,16,200.37039184570312
3203,bus,62964,1,331.5425109863281
3204,truck,62999,1,248.921875
3205,train,63015,24,412.1976318359375
3206,car,63055,24,147.5234375
3207,train,63082,42,406.7701110839844
3208,car,63158,51,120.37615966796876
3209,truck,63190,50,233.666015625
3210,truck,63213,4,325.11558532714844
3211,truck,63219,1,99.86080932617188
3212,motorcycle,63225,3,72.95819091796875
3213,car,63242,1,109.9696044921875
3214,car,63252,6,102.156494140625
3215,car,63260,6,70.2784423828125
3216,bus,63263,40,402.6595764160156
3217,car,63304,2,49.79736328125
3218,motorcycle,63326,3,70.2811279296875
3219,bus,63337,4,406.84674072265625
3220,bus,63359,31,418.4029235839844
3221,bus,63372,4,407.9102783203125
3222,train,63477,3,526.0689086914062
3223,truck,63488,48,188.7685546875
3224,car,63504,6,122.0771484375
3225,car,63509,4,122.2177734375
3226,truck,63533,1,129.22900390625
3227,car,63547,4,100.455810546875
3228,truck,63553,28,225.97161865234372
3229,car,63590,48,149.4248046875
3230,car,63594,3,115.0897216796875
3231,truck,63602,43,357.2249755859375
3232,car,63619,1,96.719482421875
3233,car,63650,32,161.91729736328125
3234,truck,63678,11,147.7337646484375
3235,truck,63711,13,207.32688903808597
3236,train,63714,1,429.15374755859375
3237,truck,63725,20,147.57427978515625
3238,truck,63734,7,267.357421875
3239,motorcycle,63783,1,60.623779296875
3240,truck,63821,14,251.18731689453125
3241,truck,63862,29,127.2149658203125
3242,train,63896,6,217.677734375
3243,car,63920,50,127.4454345703125
3244,truck,63925,52,361.480712890625
3245,truck,63969,28,162.80084228515625
3246,car,63979,51,169.71055603027344
3247,truck,64029,16,184.12193298339844
3248,car,64045,53,120.5714111328125
3249,train,64054,31,420.5990905761719
3250,truck,64066,2,133.9510498046875
3251,truck,64071,4,104.91748046875
3252,car,64083,51,127.68109130859376
3253,car,64101,52,131.609375
3254,car,64111,60,178.52197265625
3255,bus,64116,1,268.0765991210937
3256,truck,64135,1,212.846923828125
3257,car,64135,53,133.80859375
3258,car,64146,55,111.2340087890625
3259,bus,64155,2,153.0625
3260,train,64180,12,411.41900634765625
3261,train,64187,1,681.8720092773438
3262,truck,64206,21,388.574951171875
3263,truck,64214,30,180.67161560058597
3264,truck,64246,29,315.2464599609375
3265,train,64267,2,444.9029541015625
3266,motorcycle,64283,8,85.8287353515625
3267,truck,64284,17,147.23931884765625
3268,car,64306,17,183.1236724853516
3269,car,64312,25,129.40380859375
3270,truck,64318,2,240.3072509765625
3271,car,64343,59,149.531005859375
3272,car,64355,58,130.77935791015625
3273,car,64377,63,193.726318359375
3274,car,64435,53,126.3934326171875
3275,train,64457,9,334.25079345703125
3276,truck,64497,14,204.6466064453125
3277,car,64510,43,137.37408447265625
3278,car,64547,48,128.1781005859375
3279,truck,64615,23,326.6297607421875
3280,car,64643,58,135.42950439453125
3281,car,64646,13,86.2188720703125
3282,car,64656,51,143.7353515625
3283,bus,64669,2,275.2576904296875
3284,bus,64698,12,290.99755859375
3285,car,64705,60,150.8388671875
3286,car,64724,25,131.6650390625
3287,car,64735,58,134.5933837890625
3288,bus,64747,3,161.7623291015625
3289,truck,64764,26,372.31982421875
3290,car,64769,1,80.18017578125
3291,train,64803,9,418.0731201171875
3292,motorcycle,64809,1,69.27783203125
3293,car,64813,2,133.6258544921875
3294,truck,64838,19,221.00701904296875
3295,car,64839,50,149.0814208984375
3296,train,64843,3,420.3779296875
3297,truck,64883,46,332.20867919921875
3298,truck,64894,1,266.77197265625
3299,car,64907,12,121.1783447265625
3300,car,64925,1,161.51052856445312
3301,car,64926,56,139.3670654296875
3302,car,64936,22,124.86346435546876
3303,car,64946,59,131.91796875
3304,car,64970,52,137.144775390625
3305,car,64990,54,180.01739501953125
3306,motorcycle,65010,1,61.44854736328125
3307,truck,65014,26,135.228515625
3308,car,65040,50,176.73951721191406
3309,car,65059,60,120.07098388671876
3310,truck,65078,3,179.80224609375
3311,car,65108,62,115.47076416015624
3312,car,65136,32,114.4176025390625
3313,car,65143,41,164.8525390625
3314,car,65163,36,132.44287109375
3315,car,65176,56,159.33441162109375
3316,motorcycle,65197,10,152.81103515625
3317,car,65199,49,132.954833984375
3318,car,65223,1,158.364013671875
3319,car,65237,1,144.777099609375
3320,car,65246,12,129.658203125
3321,car,65264,36,142.1199951171875
3322,truck,65278,34,403.1008911132813
3323,train,65318,21,401.5269775390625
3324,car,65345,27,165.96734619140625
3325,car,65383,55,116.6160888671875
3326,car,65390,11,58.773193359375
3327,train,65393,14,410.6895751953125
3328,train,65427,18,630.2814636230469
3329,train,65450,56,401.0088195800781
3330,car,65458,55,169.113037109375
3331,car,65479,5,99.736328125
3332,car,65480,54,160.1666259765625
3333,car,65504,54,132.611083984375
3334,car,65513,54,136.93310546875
3335,car,65544,54,177.77764892578125
3336,motorcycle,65549,1,61.5084228515625
3337,car,65553,50,209.44561767578125
3338,car,65578,48,132.0926513671875
3339,bus,65635,46,176.63409423828125
3340,truck,65643,36,188.610107421875
3341,car,65657,56,128.9874267578125
3342,car,65681,2,80.94757080078125
3343,truck,65713,1,297.1343994140625
3344,truck,65732,13,179.90077209472656
3345,train,65733,3,223.705322265625
3346,truck,65779,1,110.50048828125
3347,car,65791,4,126.58770751953124
3348,truck,65805,34,412.5415344238281
3349,train,65822,6,569.0023803710938
3350,car,65834,70,151.39398193359375
3351,truck,65856,66,254.8316650390625
3352,car,65875,11,88.726806640625
3353,car,65889,34,181.526123046875
3354,truck,65916,1,201.5966796875
3355,car,65916,12,112.5177001953125
3356,car,65950,1,83.6337890625
3357,car,65958,1,118.06475830078124
3358,car,65968,13,109.336669921875
3359,car,65991,62,146.7967529296875
3360,car,66011,47,119.0775146484375
3361,car,66021,21,150.04722595214844
3362,truck,66030,29,208.33140563964844
3363,car,66052,13,117.4127197265625
3364,car,66088,28,136.96728515625
3365,car,66091,64,138.3621826171875
3366,car,66092,1,90.4853515625
3367,car,66125,63,147.7845458984375
3368,car,66132,67,114.49285888671876
3369,car,66143,42,166.56036376953125
3370,car,66163,10,134.9603271484375
3371,car,66168,25,163.4422607421875
3372,car,66211,12,122.26348876953124
3373,car,66216,24,144.09765625
3374,car,66216,2,100.025390625
3375,car,66233,50,188.06396484375
3376,car,66254,13,109.2833251953125
3377,truck,66258,44,215.753662109375
3378,car,66296,48,197.58106994628903
3379,car,66313,36,127.860595703125
3380,truck,66347,59,170.74864196777344
3381,car,66348,50,183.38702392578125
3382,truck,66369,58,345.9012145996094
3383,car,66405,53,55.35302734375
3384,train,66423,4,421.66314697265625
3385,bus,66473,2,302.6513671875
3386,truck,66485,48,198.05784606933597
3387,car,66506,19,153.54156494140625
3388,car,66507,11,147.38446044921875
3389,car,66524,7,136.4239501953125
3390,car,66544,15,105.678466796875
3391,truck,66545,1,147.556640625
3392,car,66550,2,88.988037109375
3393,truck,66560,18,132.488525390625
3394,truck,66617,13,162.8570556640625
3395,truck,66638,37,242.49847412109372
3396,train,66667,27,410.049560546875
3397,car,66686,36,172.57789611816406
3398,car,66720,56,159.596435546875
3399,car,66758,52,93.8145751953125
3400,car,66759,8,93.9609375
3401,train,66776,10,475.2951965332031
3402,truck,66783,1,208.2232666015625
3403,train,66816,12,571.3575439453125
3404,car,66824,59,144.48797607421875
3405,car,66856,68,132.24359130859375
3406,car,66876,48,215.4296722412109
3407,truck,66929,13,230.3753662109375
3408,truck,66962,56,242.92926025390625
3409,car,66972,47,88.48480224609375
3410,bus,67022,5,316.1407165527344
3411,truck,67031,1,282.79197692871094
3412,truck,67040,2,82.268310546875
3413,car,67053,6,121.5279541015625
3414,motorcycle,67057,6,67.07861328125
3415,car,67057,1,117.1810302734375
3416,car,67059,55,114.8675537109375
3417,car,67073,56,156.51808166503906
3418,car,67102,56,162.13909912109375
3419,car,67111,32,168.96502685546875
3420,truck,67115,1,176.384033203125
3421,truck,67126,29,161.158935546875
3422,car,67144,33,132.482421875
3423,truck,67162,23,273.6331787109375
3424,truck,67189,8,400.6474609375
3425,truck,67226,4,567.4425048828125
3426,car,67257,51,132.635986328125
3427,car,67262,50,187.33811950683597
3428,car,67286,57,134.5025634765625
3429,car,67309,51,182.16075134277344
3430,car,67319,5,143.29693603515625
3431,car,67326,57,152.9749755859375
3432,train,67333,9,255.548583984375
3433,car,67347,3,129.794189453125
3434,truck,67358,34,390.7329406738281
3435,truck,67366,2,198.1396484375
3436,train,67398,32,410.3346557617188
3437,train,67424,52,427.29827880859375
3438,car,67433,53,182.752685546875
3439,motorcycle,67471,15,79.4993896484375
3440,car,67513,66,131.164306640625
3441,train,67534,11,443.3787841796875
3442,car,67542,9,138.436279296875
3443,train,67550,36,538.8629150390625
3444,truck,67562,3,369.241455078125
3445,car,67589,51,146.853271484375
3446,car,67594,56,168.377685546875
3447,car,67611,58,114.11322021484376
3448,car,67624,62,154.81748962402344
3449,car,67630,59,151.38031005859375
3450,car,67646,40,138.4356689453125
3451,car,67649,38,129.386474609375
3452,car,67661,55,183.368408203125
3453,car,67669,63,154.654296875
3454,motorcycle,67689,45,62.6217041015625
3455,truck,67716,13,291.431396484375
3456,car,67754,60,138.82415771484375
3457,car,67763,58,154.5972900390625
3458,car,67764,21,65.505859375
3459,truck,67778,1,103.7998046875
3460,car,67787,37,115.6690673828125
3461,truck,67788,2,169.48907470703125
3462,car,67795,58,168.09515380859375
3463,car,67798,53,137.779052734375
3464,truck,67819,1,124.34521484375
3465,car,67823,11,121.00396728515624
3466,car,67830,36,146.84130859375
3467,car,67835,58,180.36517333984372
3468,train,67866,1,394.4407958984375
3469,bus,67886,2,205.62890625
3470,car,67888,3,115.978759765625
3471,car,67889,1,76.2138671875
3472,car,67890,59,160.6485595703125
3473,car,67907,51,138.1966552734375
3474,motorcycle,67921,23,77.7373046875
3475,car,67932,64,130.1173095703125
3476,truck,67945,14,185.1109619140625
3477,car,67962,37,118.62530517578124
3478,car,67969,27,136.8795166015625
3479,car,68007,53,154.7218017578125
3480,truck,68025,52,257.51329040527344
3481,motorcycle,68068,3,63.9837646484375
3482,truck,68076,1,99.105712890625
3483,truck,68087,53,222.42669677734372
3484,truck,68087,1,147.4884033203125
3485,truck,68095,4,138.119384765625
3486,car,68114,60,166.7451171875
3487,truck,68136,1,79.26953125
3488,train,68155,46,398.16595458984375
3489,train,68179,4,286.21044921875
3490,car,68207,58,133.7408447265625
3491,car,68212,54,178.34754943847656
3492,truck,68230,18,273.9198913574219
3493,car,68245,44,145.12158203125
3494,train,68263,15,254.6348876953125
3495,car,68299,10,118.10418701171876
3496,train,68325,28,405.767333984375
3497,car,68357,39,145.35491943359375
3498,car,68370,59,146.32891845703125
3499,car,68398,17,133.4002685546875
3500,car,68402,51,131.3175048828125
3501,car,68403,58,169.83782958984375
3502,car,68442,20,128.61993408203125
3503,truck,68446,45,384.1473083496094
3504,car,68476,49,158.69642639160156
3505,car,68481,58,175.54896545410156
3506,truck,68503,35,236.655517578125
3507,car,68532,55,184.74534606933597
3508,car,68553,10,138.5826416015625
3509,bus,68560,49,403.08013916015625
3510,truck,68594,3,76.87225341796875
3511,truck,68599,7,287.0716552734375
3512,car,68622,12,108.056640625
3513,truck,68623,19,251.07421875
3514,car,68646,55,171.91387939453125
3515,motorcycle,68646,2,62.2127685546875
3516,car,68659,62,149.34027099609375
3517,car,68682,32,120.03143310546876
3518,truck,68688,1,315.23046875
3519,car,68694,50,158.62506103515625
3520,car,68704,56,143.02630615234375
3521,car,68720,8,116.85498046875
3522,car,68735,53,196.3526611328125
3523,car,68753,1,85.655517578125
3524,car,68765,24,117.321044921875
3525,car,68771,56,135.044921875
3526,car,68771,56,179.36090087890625
3527,car,68790,6,88.3616943359375
3528,truck,68792,52,178.548828125
3529,car,68808,43,163.9698486328125
3530,truck,68833,6,213.09307861328125
3531,car,68867,58,151.73724365234375
3532,truck,68876,5,147.215087890625
3533,car,68894,34,125.872314453125
3534,car,68898,35,133.841552734375
3535,car,68899,50,178.2503662109375
3536,car,68947,45,131.5494384765625
3537,train,68961,10,460.20648193359375
3538,train,68995,12,615.986328125
3539,car,69014,15,132.15582275390625
3540,car,69043,1,67.296142578125
3541,car,69049,35,137.8402099609375
3542,car,69056,1,72.402587890625
3543,car,69058,54,158.11915588378906
3544,train,69065,32,372.6923522949219
3545,car,69111,4,138.396240234375
3546,car,69112,56,173.30763244628906
3547,truck,69126,19,221.7886962890625
3548,car,69157,52,154.12994384765625
3549,car,69166,32,154.98193359375
3550,car,69222,54,165.53662109375
3551,car,69240,51,146.9324951171875
3552,car,69267,54,186.8603515625
3553,truck,69272,19,157.517333984375
3554,car,69306,8,120.43695068359376
3555,truck,69311,26,252.61651611328125
3556,car,69326,43,192.28977966308597
3557,car,69334,52,130.7523193359375
3558,car,69349,54,135.37310791015625
3559,car,69380,24,163.4910888671875
3560,car,69406,49,63.7093505859375
3561,car,69413,52,137.10369873046875
3562,car,69449,47,114.165283203125
3563,car,69465,48,147.03472900390625
3564,car,69475,44,165.340087890625
3565,car,69487,34,159.3983154296875
3566,car,69497,42,145.30029296875
3567,truck,69541,35,425.0126037597656
3568,car,69581,36,188.8369140625
3569,truck,69617,38,137.3214111328125
3570,car,69630,44,149.326904296875
3571,car,69640,48,172.64772033691406
3572,car,69660,51,182.5960693359375
3573,truck,69672,53,231.20220947265625
3574,car,69691,45,174.29766845703125
3575,car,69736,51,190.172607421875
3576,car,69753,48,138.5137939453125
3577,car,69768,57,179.40614318847656
3578,car,69768,7,117.2445068359375
3579,truck,69781,16,206.13555908203125
3580,car,69784,56,157.6444091796875
3581,car,69811,40,168.84320068359375
3582,car,69875,50,104.2373046875
3583,truck,69923,1,83.521484375
3584,car,69925,45,136.842041015625
3585,car,69931,55,134.69512939453125
3586,car,69932,47,163.57676696777344
3587,car,69978,46,132.101318359375
3588,car,69984,58,108.807861328125
3589,car,69999,3,91.212890625
3590,car,70011,25,126.92083740234376
3591,car,70015,51,135.554931640625
3592,car,70045,20,113.9364013671875
3593,car,70059,53,136.96368408203125
3594,car,70063,3,51.2587890625
3595,car,70066,63,126.075927734375
3596,car,70090,55,164.93467712402344
3597,car,70111,54,145.64111328125
3598,motorcycle,70154,1,62.793701171875
3599,train,70182,8,419.0294189453125
3600,truck,70201,28,206.14794921875
3601,train,70229,1,348.7579650878906
3602,truck,70250,11,190.7613525390625
3603,car,70259,3,126.25274658203124
3604,train,70272,14,407.4729919433594
3605,car,70297,35,191.0108642578125
3606,car,70307,1,172.8912353515625
3607,motorcycle,70344,1,59.347900390625
3608,motorcycle,70348,1,58.0716552734375
3609,motorcycle,70351,2,62.087158203125
3610,car,70362,11,69.3223876953125
3611,truck,70363,41,340.17626953125
3612,truck,70365,1,334.0950927734375
3613,car,70405,20,114.3604736328125
3614,truck,70414,5,319.9912109375
3615,truck,70444,2,256.81532287597656
3616,car,70462,3,227.1524658203125
3617,car,70477,45,149.3826904296875
3618,car,70487,46,194.87835693359372
3619,car,70488,1,149.4422607421875
3620,truck,70495,15,143.748779296875
3621,truck,70518,20,178.864501953125
3622,car,70542,37,142.13555908203125
3623,car,70543,1,82.958984375
3624,truck,70559,8,228.93907165527344
3625,car,70561,1,134.50714111328125
3626,truck,70571,7,199.8558349609375
3627,car,70619,10,119.370849609375
3628,truck,70636,11,362.6705322265625
3629,car,70639,1,63.21630859375
